Date,Close,Open,High,Low
2020/4/26,3822.77,3808.02,3842.87,3793.77
2020/4/19,3796.97,3845.46,3857.47,3780
2020/4/12,3839.49,3751.71,3863.45,3740.19
2020/4/5,3769.18,3779.91,3824.74,3758.96
2020/3/29,3713.22,3657.46,3738.83,3637.59
2020/3/22,3710.06,3542.68,3758.78,3523.79
2020/3/15,3653.22,3899.86,3899.86,3503.19
2020/3/8,3895.31,4063.08,4093,3765.15
2020/3/1,4138.51,3968.84,4215.85,3968.84
2020/2/23,3940.05,4131.84,4149.01,3928.07
2020/2/16,4149.49,3999.65,4184.44,3999.65
2020/2/9,3987.73,3872.37,4001.56,3861.01
2020/2/2,3899.87,3639.91,3914.91,3639.91
2020/1/26,4003.9,4003.9,4003.9,4003.9
2020/1/19,4003.9,4170.74,4185.96,3972.39
2020/1/12,4154.85,4166.93,4223.51,4141.64
2020/1/5,4163.18,4120.52,4180.98,4101.98
2019/12/29,4144.96,4015.52,4172.66,4001.5
2019/12/22,4022.03,4014.69,4066.8,3963.67
2019/12/15,4017.25,3970.71,4067.14,3953.51
2019/12/8,3968.22,3909.53,3969.46,3882.09
2019/12/1,3902.39,3835.51,3902.39,3811.63
2019/11/24,3828.67,3850.97,3899.11,3804.83
2019/11/17,3849.99,3874.44,3947.04,3833.5
2019/11/10,3877.09,3948.62,3948.62,3877.09
2019/11/3,3973.01,3964.01,4030.64,3964.01
2019/10/27,3952.39,3904.98,3956.08,3876.42
2019/10/20,3896.79,3865.34,3901.42,3849.03
2019/10/13,3869.38,3944.86,3983.81,3864.97
2019/10/6,3911.73,3818.59,3922.37,3805.07
2019/9/29,3814.53,3842.07,3857.23,3813.55
2019/9/22,3852.65,3925.19,3927.01,3832.25
2019/9/15,3935.65,3981.36,3982.2,3879.49
2019/9/8,3972.38,3980.96,3985.24,3922.95
2019/9/1,3948.51,3803.69,3970,3799.82
2019/8/25,3799.59,3756.36,3848.24,3753.16
2019/8/18,3820.86,3736.03,3829.36,3720.69
2019/8/11,3710.54,3647.87,3738.1,3612.11
2019/8/4,3633.53,3724.41,3739.5,3575.86
2019/7/28,3747.44,3857.94,3890.73,3720.06
2019/7/21,3858.57,3813.5,3863.59,3765.44
2019/7/14,3807.96,3792.64,3844.87,3745.85
2019/7/7,3808.73,3875.75,3875.75,3774.23
2019/6/30,3893.2,3899.33,3942.43,3854.69
2019/6/23,3825.59,3836.31,3854.08,3755.01
2019/6/16,3833.94,3654.44,3856.09,3638.78
2019/6/9,3654.88,3578.01,3723.14,3568.28
2019/6/2,3564.68,3640.61,3672.81,3557.02
2019/5/26,3629.79,3592.6,3693.23,3556.26
2019/5/19,3593.91,3635.74,3690.09,3578.11
2019/5/12,3648.76,3675.76,3745.36,3630.44
2019/5/5,3730.45,3775.08,3791.61,3584.82
2019/4/28,3913.21,3896.58,3953.23,3875.45
2019/4/21,3889.27,4125.97,4126.09,3887.25
2019/4/14,4120.61,4056.49,4120.64,3943.49
2019/4/7,3988.62,4097.1,4122.6,3961.46
2019/3/31,4062.23,3901.17,4072.11,3901.17
2019/3/24,3872.34,3776.44,3876.38,3687.55
2019/3/17,3833.8,3753.64,3868.34,3733.68
2019/3/10,3745.01,3663.98,3804.72,3650.81
2019/3/3,3657.58,3783.04,3886.58,3656.19
2019/2/24,3749.71,3575.85,3762.11,3574.69
2019/2/17,3520.12,3366.42,3520.12,3366.42
2019/2/10,3338.7,3239.81,3415.4,3239.81
2019/1/27,3247.4,3203.12,3247.5,3148.23
2019/1/20,3184.47,3170.88,3203.17,3125.3
2019/1/13,3168.17,3092.5,3171.69,3064.38
2019/1/6,3094.78,3055.15,3117.96,3035.91
2018/12/30,3035.87,3017.07,3036.81,2935.83
2018/12/23,3010.65,3015.5,3047.23,2964.88
2018/12/16,3029.4,3158.28,3167.51,3007.61
2018/12/9,3165.91,3153.52,3234.08,3134.38
2018/12/2,3181.56,3260.69,3273.64,3176.71
2018/11/25,3172.69,3148.67,3204.86,3126.29
2018/11/18,3143.48,3258.79,3294.6,3139.39
2018/11/11,3257.67,3160.25,3282.39,3152.44
2018/11/4,3167.44,3269.47,3279.88,3166.31
2018/10/28,3290.25,3157.49,3290.25,3050.77
2018/10/21,3173.64,3159.56,3297.38,3099.89
2018/10/14,3134.95,3173.85,3183.13,3009.5
2018/10/7,3170.73,3361.56,3364.46,3094.97
2018/9/23,3438.86,3375.97,3448.26,3367.03
2018/9/16,3410.49,3224.93,3410.49,3193.64
2018/9/9,3242.09,3271.38,3277.88,3191.4
2018/9/2,3277.64,3320.69,3370.96,3253.72
2018/8/26,3334.5,3339.39,3416.59,3310.87
2018/8/19,3325.33,3238.22,3353.04,3209.01
2018/8/12,3229.62,3369.98,3396.19,3224.1
2018/8/5,3405.02,3312.82,3424.04,3257.69
2018/7/29,3315.28,3520.85,3550.9,3315.2
2018/7/22,3521.23,3471.86,3596.51,3464.65
2018/7/15,3492.89,3488.97,3506.24,3398.95
2018/7/8,3492.69,3378.91,3499.76,3375.14
2018/7/1,3365.12,3504.46,3506.9,3295.73
2018/6/24,3510.98,3625.8,3631.03,3416.95
2018/6/17,3608.9,3702.67,3712.82,3542.46
2018/6/10,3753.43,3770.21,3830.47,3737.43
2018/6/3,3779.62,3785.19,3859.85,3759.27
2018/5/27,3770.59,3816.26,3846.55,3722.07
2018/5/20,3816.5,3925.54,3937.46,3804.13
2018/5/13,3903.06,3886.87,3924.34,3841.9
2018/5/6,3872.84,3782.54,3903.34,3776.03
2018/4/29,3774.6,3769.93,3801.52,3732.37
2018/4/22,3756.88,3754.69,3854.43,3714.64
2018/4/15,3760.85,3862.47,3869.16,3708.11
2018/4/8,3871.14,3851.95,3958.71,3827.41
2018/4/1,3854.86,3897.01,3937.02,3839.93
2018/3/25,3898.5,3862.69,3936.78,3794.26
2018/3/18,3904.94,4054.62,4110.12,3834.94
2018/3/11,4056.42,4130.71,4139.53,4055.82
2018/3/4,4108.87,4021.66,4110.67,3995.87
2018/2/25,4016.46,4093.4,4128.74,3986.89
2018/2/18,4071.09,4020.97,4085.2,4009.92
2018/2/11,3966.96,3846.27,3986.98,3828.07
2018/2/4,3840.65,4204.46,4274.15,3759.15
2018/1/28,4271.23,4387.06,4395.91,4181.78
2018/1/21,4381.3,4276.48,4403.34,4275.9
2018/1/14,4285.4,4229.84,4316.57,4213.13
2018/1/7,4225,4140.85,4227.39,4127.31
2017/12/31,4138.75,4045.21,4151.28,4045.21
2017/12/24,4030.85,4057.42,4086.93,3980.24
2017/12/17,4054.6,3983.3,4080.78,3967.93
2017/12/10,3980.86,4006.88,4070.15,3974.93
2017/12/3,4003.38,3989.05,4045.93,3955.44
2017/11/26,3998.14,4088.93,4088.93,3984.38
2017/11/19,4104.2,4093.73,4260.64,4057.49
2017/11/12,4120.85,4115.55,4137.65,4055.72
2017/11/5,4111.91,3989.18,4116.71,3975.41
2017/10/29,3992.7,4022.16,4033.34,3960.27
2017/10/22,4021.97,3930.89,4024.46,3920.66
2017/10/15,3926.85,3926.28,3947.42,3900.48
2017/10/8,3921,3910.11,3927.17,3855.47
2017/9/24,3836.5,3829.22,3852.22,3808.38
2017/9/17,3837.73,3832.96,3862.36,3816.82
2017/9/10,3831.3,3828.34,3854.49,3817.51
2017/9/3,3825.99,3828.54,3865.29,3813.55
2017/8/27,3830.54,3805.66,3866.94,3800.89
2017/8/20,3795.75,3731.84,3795.97,3728.62
2017/8/13,3724.67,3651.38,3733.49,3651.38
2017/8/6,3647.35,3701.22,3746.86,3645.09
2017/7/30,3707.58,3722.43,3784.35,3707
2017/7/23,3721.89,3724.38,3755.19,3672.5
2017/7/16,3728.6,3700.62,3751.69,3621.37
2017/7/9,3703.09,3647.94,3703.09,3640.59
2017/7/2,3655.93,3667.23,3667.6,3610.46
2017/6/25,3666.8,3627.02,3676.53,3627.02
2017/6/18,3622.88,3520.06,3635.53,3520.06
2017/6/11,3518.76,3570.22,3603.69,3508.95
2017/6/4,3576.17,3480.17,3590.89,3460.45
2017/5/28,3486.51,3495.07,3515.08,3470.2
2017/5/21,3480.43,3400.59,3498.31,3383.89
2017/5/14,3403.85,3391.59,3433.97,3373.55
2017/5/7,3385.38,3369.11,3387.27,3312.89
2017/4/30,3382.55,3427.92,3436.31,3366.56
2017/4/23,3439.75,3458.23,3466.57,3399.54
2017/4/16,3466.79,3475.74,3489.08,3418.51
2017/4/9,3486.5,3519.46,3523.1,3466.14
2017/4/2,3517.46,3476.42,3526.82,3475.15
2017/3/26,3456.05,3488.76,3505.98,3422.37
2017/3/19,3489.6,3449.05,3499.32,3429.83
2017/3/12,3445.81,3425.67,3492.13,3412.69
2017/3/5,3427.89,3427.25,3457.04,3414.68
2017/2/26,3427.86,3471.13,3472.84,3412.83
2017/2/19,3473.85,3421.64,3492.96,3421.64
2017/2/12,3421.44,3416.92,3457.56,3416.87
2017/2/5,3413.49,3368.11,3422.33,3347.43
2017/1/29,3364.49,3390.93,3392.48,3362.57
2017/1/22,3387.96,3359.05,3395.88,3355.85
2017/1/15,3354.89,3314.15,3358.41,3264.21
2017/1/8,3319.91,3345.75,3370.51,3309.37
2017/1/1,3347.67,3313.95,3373.41,3313.95
2016/12/25,3310.08,3293.22,3330.23,3267.05
2016/12/18,3307.6,3342.34,3344.86,3289.27
2016/12/11,3346.03,3489.27,3495.8,3327.14
2016/12/4,3493.7,3473.69,3507.93,3445.76
2016/11/27,3528.95,3538.68,3583.72,3516.79
2016/11/20,3521.3,3412.65,3521.3,3412.08
2016/11/13,3417.46,3409.22,3452.62,3408.14
2016/11/6,3417.22,3353.44,3422.67,3322.08
2016/10/30,3354.17,3332.41,3379.99,3317.33
2016/10/23,3340.13,3332.51,3382.83,3330.97
2016/10/16,3327.74,3305.96,3341.56,3271.54
2016/10/9,3305.85,3265.36,3308,3258.96
2016/9/25,3253.28,3267.69,3267.69,3214.44
2016/9/18,3275.67,3242.74,3303.2,3242.74
2016/9/11,3238.73,3271.87,3276.72,3231.34
2016/9/4,3318.04,3321.01,3357.36,3300.13
2016/8/28,3314.11,3306.57,3333.97,3295.76
2016/8/21,3307.09,3364.68,3372.83,3279.81
2016/8/14,3365.02,3303.47,3418.69,3302.38
2016/8/7,3294.23,3199.57,3294.23,3187.25
2016/7/31,3205.11,3196.43,3224.87,3156.75
2016/7/24,3203.93,3220.17,3276.51,3157.41
2016/7/17,3225.16,3269.71,3281.64,3220.89
2016/7/10,3276.28,3199.04,3300.99,3197.63
2016/7/3,3192.28,3136.39,3220.54,3134.02
2016/6/26,3154.2,3065.13,3170.26,3064.97
2016/6/19,3077.16,3114.91,3155.49,3033.97
2016/6/12,3110.36,3134.05,3145.61,3042.23
2016/6/5,3163.99,3192.78,3197.22,3148.35
2016/5/29,3189.33,3056.31,3201.75,3037.66
2016/5/22,3062.5,3078.51,3098.48,3027.44
2016/5/15,3078.22,3064.53,3105.2,3039.46
2016/5/8,3074.94,3115.43,3115.43,3035.02
2016/5/1,3130.35,3159.82,3222.88,3130.15
2016/4/24,3156.75,3164.74,3188.83,3135.64
2016/4/17,3174.9,3252.67,3252.67,3107.37
2016/4/10,3272.21,3213.51,3296.52,3198.9
2016/4/3,3185.73,3211.3,3271.93,3163.3
2016/3/27,3221.89,3206.95,3241.93,3122.76
2016/3/20,3197.82,3203.29,3267.78,3174.32
2016/3/13,3171.96,3039.57,3197.67,3028.58
2016/3/6,3018.28,3109,3130.9,2982.17
2016/2/28,3093.89,2939.58,3101.66,2821.21
2016/2/21,2948.03,3083.93,3128.21,2902.95
2016/2/14,3051.59,2888.43,3093.51,2886.02
2016/1/31,2963.79,2939.04,2999.21,2869.56
2016/1/24,2946.09,3129.03,3149.33,2839.29
2016/1/17,3113.46,3068.23,3227.91,3053.96
2016/1/10,3118.73,3303.12,3342.48,3072.04
2016/1/3,3361.56,3725.86,3726.24,3237.93
2015/12/27,3731,3847.53,3853.39,3710.48
2015/12/20,3838.2,3762.1,3926.69,3759.99
2015/12/13,3767.91,3573.88,3810.22,3571
2015/12/6,3608.06,3681.58,3699.34,3578.15
2015/11/29,3677.59,3554.89,3758.45,3455.07
2015/11/22,3556.99,3774.44,3805.84,3534.39
2015/11/15,3774.38,3682.73,3852.77,3680.07
2015/11/8,3746.24,3796.38,3891.77,3727.58
2015/11/1,3793.37,3489.23,3801.7,3452.62
2015/10/25,3534.08,3614.7,3620.76,3486.1
2015/10/18,3571.24,3548.95,3601.24,3417.41
2015/10/11,3534.07,3351.14,3537.54,3347.25
2015/10/4,3340.12,3324.98,3352.38,3293.97
2015/9/27,3202.95,3226.61,3246.55,3159.04
2015/9/20,3231.95,3222.6,3371.41,3201.91
2015/9/13,3251.27,3367.64,3373.92,3131.37
2015/9/6,3347.19,3347.29,3426.65,3170.81
2015/8/30,3365.83,3307.4,3387.02,3190.58
2015/8/23,3342.29,3454.6,3468.15,2952.01
2015/8/16,3589.54,4058.11,4103.05,3578.17
2015/8/9,4073.54,3947.47,4113.16,3932.84
2015/8/2,3906.94,3766.07,3962.28,3742.58
2015/7/26,3816.7,4097.8,4156.31,3627.42
2015/7/19,4176.28,4157.06,4299.65,4081.7
2015/7/12,4151.5,4132.23,4278.16,3856.32
2015/7/5,4106.56,4218.27,4218.27,3537.83
2015/6/28,3885.92,4446.84,4526.13,3785.9
2015/6/21,4336.19,4641.42,4919.26,4278.68
2015/6/14,4637.05,5354.01,5362.45,4634.69
2015/6/7,5335.12,5259.41,5380.43,5202.59
2015/5/31,5230.55,4862.76,5288.34,4835.77
2015/5/24,4840.83,4949.11,5226.84,4665.52
2015/5/17,4951.34,4582.06,4951.99,4565.06
2015/5/10,4617.47,4582.09,4758,4535.15
2015/5/3,4558.4,4757.64,4795.91,4445.59
2015/4/26,4749.89,4753.87,4839.08,4695.79
2015/4/19,4702.64,4615.03,4782.04,4492.6
2015/4/12,4596.14,4394.05,4630.27,4335.63
2015/4/5,4344.42,4213.89,4351.69,4197.02
2015/3/29,4170.54,3999.02,4170.56,3999.02
2015/3/22,3971.7,3923.08,3993.03,3883.78
2015/3/15,3892.57,3641.77,3916.86,3621.12
2015/3/8,3617.66,3449.7,3641.39,3417.49
2015/3/1,3478.52,3603.45,3608.69,3467.68
2015/2/22,3572.84,3529.55,3594.81,3456.87
2015/2/15,3522.32,3473.29,3536.82,3466.61
2015/2/8,3469.83,3305.73,3509.51,3298.6
2015/2/1,3312.42,3360.19,3487.95,3285.93
2015/1/25,3434.39,3580.12,3616.26,3431.94
2015/1/18,3571.73,3414.01,3627.81,3325.68
2015/1/11,3635.15,3531.51,3662.16,3461.32
2015/1/4,3546.72,3566.09,3689.75,3536.39
2014/12/28,3533.7,3502.18,3542.34,3405.84
2014/12/21,3445.84,3396.25,3455.21,3188.49
2014/12/14,3383.17,3176.83,3397.18,3143.3
2014/12/7,3193.23,3108.27,3387.83,3058.19
2014/11/30,3124.89,2825.61,3195.8,2804.29
2014/11/23,2808.82,2614.16,2809.54,2602.94
2014/11/16,2583.45,2613.51,2614.09,2522.84
2014/11/9,2581.09,2529.83,2607.52,2514.71
2014/11/2,2502.15,2515.82,2541.55,2482.98
2014/10/26,2508.32,2377.54,2512.19,2361.68
2014/10/19,2390.71,2448.45,2459.26,2385.72
2014/10/12,2441.73,2457.41,2480.3,2410.4
2014/10/5,2466.79,2460.87,2488.11,2445.27
2014/9/28,2450.99,2443.91,2454.89,2435.61
2014/9/21,2437.2,2419.33,2462.67,2374.11
2014/9/14,2425.21,2433,2442.92,2379.09
2014/9/7,2438.36,2452.23,2461.47,2412.62
2014/8/31,2449.26,2340.93,2450.63,2338.53
2014/8/24,2338.29,2367.02,2367.61,2309.64
2014/8/17,2365.36,2366.27,2379.8,2333.3
2014/8/10,2360.64,2338.01,2370.51,2333.12
2014/8/3,2331.13,2336.63,2380.77,2319.29
2014/7/27,2329.4,2272.38,2371.5,2272.38
2014/7/20,2260.45,2164.22,2260.89,2158.95
2014/7/13,2164.14,2149.54,2183.25,2145.28
2014/7/6,2148.01,2178.55,2186.2,2134.8
2014/6/29,2178.7,2152.31,2184.96,2152.31
2014/6/22,2150.26,2137.93,2159.53,2126.03
2014/6/15,2136.73,2176.44,2196.34,2119.5
2014/6/8,2176.24,2128.22,2183.64,2126.66
2014/6/1,2134.72,2157.64,2168.99,2117.31
2014/5/25,2156.46,2161.89,2178.09,2142.01
2014/5/18,2148.41,2139.36,2160.91,2096.51
2014/5/11,2145.95,2150.31,2185.05,2132.19
2014/5/4,2133.91,2152.59,2173.62,2120.59
2014/4/27,2158.66,2165.77,2171.39,2131.78
2014/4/20,2167.83,2209.94,2231.71,2165.07
2014/4/13,2224.48,2267.94,2275.83,2203.05
2014/4/6,2270.67,2179.92,2290.74,2178.91
2014/3/30,2185.47,2156.05,2196.14,2134.42
2014/3/23,2151.97,2161.9,2191.49,2144.58
2014/3/16,2158.8,2132.79,2163.22,2077.76
2014/3/9,2122.84,2149.68,2149.68,2088.73
2014/3/2,2168.36,2173.91,2194.22,2136.45
2014/2/23,2178.97,2246.72,2246.72,2133.55
2014/2/16,2264.29,2308.79,2331.7,2250.65
2014/2/9,2295.57,2221.54,2307.47,2221.54
2014/2/2,2212.48,2187.34,2212.5,2177.12
2014/1/26,2202.45,2233.01,2233.26,2200.22
2014/1/19,2245.68,2173.65,2257.36,2156.46
2014/1/12,2178.49,2207,2227.26,2175.88
2014/1/5,2204.85,2286.37,2286.37,2200.22
2013/12/29,2290.78,2313.38,2333.07,2280.89
2013/12/22,2303.48,2283.8,2315.18,2259.57
2013/12/15,2278.14,2408.68,2412.73,2278.1
2013/12/8,2406.64,2460.03,2468.95,2386.25
2013/12/1,2452.29,2423.97,2486.64,2397.01
2013/11/24,2438.94,2385.78,2460.56,2380.41
2013/11/17,2397.96,2367.88,2435.43,2361.04
2013/11/10,2350.73,2305.94,2377.21,2279.01
2013/11/3,2307.95,2397.21,2404.9,2306.04
2013/10/27,2384.96,2372.57,2408.62,2327.9
2013/10/20,2368.56,2431.91,2474.37,2353.99
2013/10/13,2426.05,2472.27,2483.13,2407.78
2013/10/6,2468.51,2406.41,2471.16,2392.57
2013/9/29,2409.04,2406.2,2415.07,2397.22
2013/9/22,2394.97,2441.52,2473.16,2379.86
2013/9/15,2432.51,2501.08,2503.69,2407.24
2013/9/8,2488.9,2374.26,2527.38,2372.69
2013/9/1,2357.78,2319.96,2361.18,2297.45
2013/8/25,2313.91,2294.76,2345.36,2288.5
2013/8/18,2286.93,2286.2,2353.41,2251.92
2013/8/11,2304.14,2296.22,2423.08,2293.18
2013/8/4,2286.01,2249.98,2313.88,2243.22
2013/7/28,2247.26,2205.08,2274.71,2162.98
2013/7/21,2224.01,2170.09,2276.74,2159.81
2013/7/14,2190.48,2289.76,2336.04,2188.75
2013/7/7,2275.37,2194.42,2351.22,2149.79
2013/6/30,2226.85,2187.09,2252.03,2166.35
2013/6/23,2200.64,2308.07,2308.07,2023.17
2013/6/16,2317.39,2422.76,2427.53,2269.57
2013/6/9,2416.77,2448.72,2448.72,2375.2
2013/6/2,2484.16,2605.97,2625.94,2475.69
2013/5/26,2606.43,2593.52,2661.23,2585.9
2013/5/19,2597.23,2597.15,2630.07,2572.88
2013/5/12,2592.05,2542.41,2598.71,2479.87
2013/5/5,2540.84,2502.98,2562.01,2500.45
2013/4/28,2492.91,2434.6,2521.12,2423.08
2013/4/21,2447.31,2525.11,2539.05,2439.8
2013/4/14,2533.83,2453.97,2542.45,2416.62
2013/4/7,2462.11,2443.24,2508.59,2429.5
2013/3/31,2483.55,2486.43,2524.46,2474.93
2013/3/24,2495.08,2628.41,2641.61,2482.49
2013/3/17,2618.31,2526.08,2626.54,2491.85
2013/3/10,2539.87,2600.28,2619.51,2504.46
2013/3/3,2606.93,2619.42,2658.97,2528.69
2013/2/24,2668.84,2607.15,2680.85,2564.67
2013/2/17,2596.6,2784.07,2787.74,2584.76
2013/2/3,2771.72,2753.69,2791.3,2722.87
2013/1/27,2743.32,2577.27,2744.32,2577.27
2013/1/20,2571.67,2605.65,2663.4,2564.21
2013/1/13,2595.44,2474.18,2607.45,2474
2013/1/6,2483.23,2518.05,2553.35,2473.7
2012/12/30,2524.41,2485.56,2558.53,2485.56
2012/12/23,2480.05,2368.01,2481.59,2365.41
2012/12/16,2372,2359.2,2414.22,2346.55
2012/12/9,2355.86,2254.91,2357.11,2242.56
2012/12/2,2246.76,2136.7,2250.53,2102.14
2012/11/25,2139.66,2187.24,2191.36,2109.96
2012/11/18,2192.68,2175.18,2202.47,2149.54
2012/11/11,2177.24,2242.96,2254.7,2162.98
2012/11/4,2240.92,2302.74,2318.23,2235.23
2012/10/28,2306.77,2241.8,2309.67,2227.65
2012/10/21,2247.91,2320.47,2347.89,2237.06
