DATE,NASDAQ100
2001-06-15,1780.3320000000000000
2001-06-22,1708.5280000000000000
2001-06-29,1778.1340000000000000
2001-07-06,1767.2050000000000000
2001-07-13,1692.9600000000000000
2001-07-20,1690.9020000000000000
2001-07-27,1643.8440000000000000
2001-08-03,1712.1040000000000000
2001-08-10,1654.3560000000000000
2001-08-17,1590.7620000000000000
2001-08-24,1521.7480000000000000
2001-08-31,1505.5980000000000000
2001-09-07,1388.8450000000000000
2001-09-14,1365.3900000000000000
2001-09-21,1195.7580000000000000
2001-09-28,1172.7080000000000000
2001-10-05,1218.4820000000000000
2001-10-12,1322.5160000000000000
2001-10-19,1355.2900000000000000
2001-10-26,1425.1540000000000000
2001-11-02,1386.3100000000000000
2001-11-09,1510.7060000000000000
2001-11-16,1572.0240000000000000
2001-11-23,1574.1900000000000000
2001-11-30,1596.3800000000000000
2001-12-07,1662.9180000000000000
2001-12-14,1636.8320000000000000
2001-12-21,1612.4680000000000000
2001-12-28,1598.9400000000000000
2002-01-04,1632.2825000000000000
2002-01-11,1652.2040000000000000
2002-01-18,1585.1480000000000000
2002-01-25,1543.5950000000000000
2002-02-01,1545.5300000000000000
2002-02-08,1450.8040000000000000
2002-02-15,1468.1120000000000000
2002-02-22,1374.9850000000000000
2002-03-01,1396.4580000000000000
2002-03-08,1515.1040000000000000
2002-03-15,1506.6420000000000000
2002-03-22,1484.1300000000000000
2002-03-29,1439.1175000000000000
2002-04-05,1411.3620000000000000
2002-04-12,1355.6140000000000000
2002-04-19,1390.7280000000000000
2002-04-26,1305.6340000000000000
2002-05-03,1241.4720000000000000
2002-05-10,1206.4020000000000000
2002-05-17,1299.9580000000000000
2002-05-24,1270.4860000000000000
2002-05-31,1224.9400000000000000
2002-06-07,1166.2820000000000000
2002-06-14,1115.2140000000000000
2002-06-21,1096.7680000000000000
2002-06-28,1041.9380000000000000
2002-07-05,1004.6000000000000000
2002-07-12,992.4920000000000000
2002-07-19,1004.2240000000000000
2002-07-26,918.5460000000000000
2002-08-02,943.7400000000000000
2002-08-09,912.5280000000000000
2002-08-16,958.4960000000000000
2002-08-23,1025.7920000000000000
2002-08-30,968.0440000000000000
2002-09-06,906.4400000000000000
2002-09-13,933.0380000000000000
2002-09-20,887.7480000000000000
2002-09-27,860.2760000000000000
2002-10-04,840.2640000000000000
2002-10-11,832.7420000000000000
2002-10-18,932.4980000000000000
2002-10-25,978.6000000000000000
2002-11-01,986.9940000000000000
2002-11-08,1039.4940000000000000
2002-11-15,1021.0940000000000000
2002-11-22,1075.1660000000000000
2002-11-29,1114.0800000000000000
2002-12-06,1079.5500000000000000
2002-12-13,1026.0100000000000000
2002-12-20,1023.1680000000000000
2002-12-27,1017.4825000000000000
2003-01-03,1008.4200000000000000
2003-01-10,1067.8520000000000000
2003-01-17,1066.1020000000000000
2003-01-24,1011.0725000000000000
2003-01-31,994.5900000000000000
2003-02-07,971.0740000000000000
2003-02-14,966.4660000000000000
2003-02-21,1009.5450000000000000
2003-02-28,994.6040000000000000
2003-03-07,987.0120000000000000
2003-03-14,990.7820000000000000
2003-03-21,1081.4940000000000000
2003-03-28,1057.7240000000000000
2003-04-04,1043.9040000000000000
2003-04-11,1036.4780000000000000
2003-04-18,1059.9600000000000000
2003-04-25,1097.5440000000000000
2003-05-02,1115.9400000000000000
2003-05-09,1137.4400000000000000
2003-05-16,1156.3880000000000000
2003-05-23,1120.1040000000000000
2003-05-30,1181.4000000000000000
2003-06-06,1210.6580000000000000
2003-06-13,1214.0020000000000000
2003-06-20,1235.6260000000000000
2003-06-27,1200.0420000000000000
2003-07-04,1224.0375000000000000
2003-07-11,1284.9280000000000000
2003-07-18,1279.6100000000000000
2003-07-25,1259.8000000000000000
2003-08-01,1272.1520000000000000
2003-08-08,1227.3360000000000000
2003-08-15,1241.9480000000000000
2003-08-22,1300.6840000000000000
2003-08-29,1321.6580000000000000
2003-09-05,1364.1100000000000000
2003-09-12,1359.6000000000000000
2003-09-19,1379.9560000000000000
2003-09-26,1345.8340000000000000
2003-10-03,1337.3940000000000000
2003-10-10,1391.6960000000000000
2003-10-17,1414.7400000000000000
2003-10-24,1393.5120000000000000
2003-10-31,1410.2240000000000000
2003-11-07,1435.7760000000000000
2003-11-14,1423.0320000000000000
2003-11-21,1374.8320000000000000
2003-11-28,1418.7575000000000000
2003-12-05,1427.6060000000000000
2003-12-12,1404.9800000000000000
2003-12-19,1411.5160000000000000
2003-12-26,1441.7325000000000000
2004-01-02,1467.9675000000000000
2004-01-09,1512.6420000000000000
2004-01-16,1536.8520000000000000
2004-01-23,1540.2750000000000000
2004-01-30,1510.7880000000000000
2004-02-06,1481.2560000000000000
2004-02-13,1498.2380000000000000
2004-02-20,1495.2400000000000000
2004-02-27,1468.7060000000000000
2004-03-05,1476.6300000000000000
2004-03-12,1425.9380000000000000
2004-03-19,1410.4360000000000000
2004-03-26,1394.9080000000000000
2004-04-02,1453.8980000000000000
2004-04-09,1492.3550000000000000
2004-04-16,1470.5960000000000000
2004-04-23,1468.7800000000000000
2004-04-30,1449.1500000000000000
2004-05-07,1417.5220000000000000
2004-05-14,1410.1520000000000000
2004-05-21,1395.7500000000000000
2004-05-28,1448.9780000000000000
2004-06-04,1458.2525000000000000
2004-06-11,1484.5475000000000000
2004-06-18,1469.3020000000000000
2004-06-25,1481.6620000000000000
2004-07-02,1497.2240000000000000
2004-07-09,1442.3325000000000000
2004-07-16,1416.9860000000000000
2004-07-23,1397.6800000000000000
2004-07-30,1388.5180000000000000
2004-08-06,1366.6840000000000000
2004-08-13,1320.4880000000000000
2004-08-20,1349.2520000000000000
2004-08-27,1380.4780000000000000
2004-09-03,1376.9480000000000000
2004-09-10,1390.7850000000000000
2004-09-17,1424.2560000000000000
2004-09-24,1413.9340000000000000
2004-10-01,1410.3580000000000000
2004-10-08,1456.3720000000000000
2004-10-15,1432.6760000000000000
2004-10-22,1453.2820000000000000
2004-10-29,1465.7160000000000000
2004-11-05,1505.7900000000000000
2004-11-12,1534.2600000000000000
2004-11-19,1562.7060000000000000
2004-11-26,1572.9225000000000000
2004-12-03,1597.3280000000000000
2004-12-10,1605.1560000000000000
2004-12-17,1615.2960000000000000
2004-12-24,1607.1425000000000000
2004-12-31,1620.3220000000000000
2005-01-07,1572.2860000000000000
2005-01-14,1558.0780000000000000
2005-01-21,1534.3350000000000000
2005-01-28,1497.4500000000000000
2005-02-04,1522.2240000000000000
2005-02-11,1521.1780000000000000
2005-02-18,1532.5220000000000000
2005-02-25,1508.9425000000000000
2005-03-04,1519.2040000000000000
2005-03-11,1525.1700000000000000
2005-03-18,1495.0820000000000000
2005-03-25,1472.8125000000000000
2005-04-01,1476.1340000000000000
2005-04-08,1485.2900000000000000
2005-04-15,1455.8220000000000000
2005-04-22,1421.2420000000000000
2005-04-29,1422.3160000000000000
2005-05-06,1441.9360000000000000
2005-05-13,1459.7420000000000000
2005-05-20,1505.9140000000000000
2005-05-27,1541.4000000000000000
2005-06-03,1553.8925000000000000
2005-06-10,1532.9100000000000000
2005-06-17,1531.7180000000000000
2005-06-24,1524.8560000000000000
2005-07-01,1498.1040000000000000
2005-07-08,1510.3625000000000000
2005-07-15,1562.4260000000000000
2005-07-22,1593.1960000000000000
2005-07-29,1605.6460000000000000
2005-08-05,1614.9280000000000000
2005-08-12,1593.8440000000000000
2005-08-19,1581.2980000000000000
2005-08-26,1566.6640000000000000
2005-09-02,1573.8660000000000000
2005-09-09,1600.6600000000000000
2005-09-16,1599.4400000000000000
2005-09-23,1573.0400000000000000
2005-09-30,1580.4200000000000000
2005-10-07,1576.3020000000000000
2005-10-14,1537.1160000000000000
2005-10-21,1555.7260000000000000
2005-10-28,1570.4200000000000000
2005-11-04,1600.1380000000000000
2005-11-11,1638.4340000000000000
2005-11-18,1660.7800000000000000
2005-11-25,1694.5475000000000000
2005-12-02,1689.4340000000000000
2005-12-09,1694.2740000000000000
2005-12-16,1698.6960000000000000
2005-12-23,1673.2620000000000000
2005-12-30,1659.0075000000000000
2006-01-06,1704.0100000000000000
2006-01-13,1747.6580000000000000
2006-01-20,1714.8275000000000000
2006-01-27,1688.2240000000000000
2006-02-03,1697.5040000000000000
2006-02-10,1659.5360000000000000
2006-02-17,1668.9500000000000000
2006-02-24,1670.4975000000000000
2006-03-03,1687.7820000000000000
2006-03-10,1656.9260000000000000
2006-03-17,1678.8220000000000000
2006-03-24,1677.6620000000000000
2006-03-31,1693.9680000000000000
2006-04-07,1723.6580000000000000
2006-04-14,1710.0200000000000000
2006-04-21,1718.5840000000000000
2006-04-28,1705.5920000000000000
2006-05-05,1695.5420000000000000
2006-05-12,1682.9020000000000000
2006-05-19,1609.0700000000000000
2006-05-26,1587.9620000000000000
2006-06-02,1595.0850000000000000
2006-06-09,1566.1260000000000000
2006-06-16,1540.6680000000000000
2006-06-23,1555.2720000000000000
2006-06-30,1556.4420000000000000
2006-07-07,1556.3650000000000000
2006-07-14,1499.1500000000000000
2006-07-21,1470.0420000000000000
2006-07-28,1489.7140000000000000
2006-08-04,1501.8580000000000000
2006-08-11,1489.5180000000000000
2006-08-18,1549.7740000000000000
2006-08-25,1557.5700000000000000
2006-09-01,1579.0180000000000000
2006-09-08,1578.8600000000000000
2006-09-15,1616.3880000000000000
2006-09-22,1631.1660000000000000
2006-09-29,1656.1920000000000000
2006-10-06,1665.7100000000000000
2006-10-13,1704.2800000000000000
2006-10-20,1710.7840000000000000
2006-10-27,1725.6500000000000000
2006-11-03,1716.4280000000000000
2006-11-10,1742.9580000000000000
2006-11-17,1790.3380000000000000
2006-11-24,1811.9950000000000000
2006-12-01,1782.9300000000000000
2006-12-08,1793.5160000000000000
2006-12-15,1793.8240000000000000
2006-12-22,1773.7840000000000000
2006-12-29,1758.2000000000000000
2007-01-05,1779.1933333333333333
2007-01-12,1815.7180000000000000
2007-01-19,1815.1525000000000000
2007-01-26,1781.1540000000000000
2007-02-02,1786.9400000000000000
2007-02-09,1799.0940000000000000
2007-02-16,1804.4240000000000000
2007-02-23,1839.7375000000000000
2007-03-02,1765.5980000000000000
2007-03-09,1736.6620000000000000
2007-03-16,1741.8300000000000000
2007-03-23,1785.1240000000000000
2007-03-30,1781.5000000000000000
2007-04-06,1796.0800000000000000
2007-04-13,1810.7100000000000000
2007-04-20,1835.9240000000000000
2007-04-27,1874.2020000000000000
2007-05-04,1884.4500000000000000
2007-05-11,1895.0860000000000000
2007-05-18,1886.6100000000000000
2007-05-25,1899.1740000000000000
2007-06-01,1918.5800000000000000
2007-06-08,1913.8720000000000000
2007-06-15,1914.6900000000000000
2007-06-22,1934.3000000000000000
2007-06-29,1924.0740000000000000
2007-07-06,1972.1725000000000000
2007-07-13,1999.6720000000000000
2007-07-20,2039.3300000000000000
2007-07-27,1998.1620000000000000
2007-08-03,1947.2460000000000000
2007-08-10,1953.0500000000000000
2007-08-17,1887.1040000000000000
2007-08-24,1926.8140000000000000
2007-08-31,1950.8120000000000000
2007-09-07,1992.9775000000000000
2007-09-14,1987.5180000000000000
2007-09-21,2028.3800000000000000
2007-09-28,2081.9920000000000000
2007-10-05,2118.2200000000000000
2007-10-12,2166.0720000000000000
2007-10-19,2161.5600000000000000
2007-10-26,2181.4660000000000000
2007-11-02,2212.1880000000000000
2007-11-09,2146.8680000000000000
2007-11-16,2031.7880000000000000
2007-11-23,2021.5900000000000000
2007-11-30,2053.6600000000000000
2007-12-07,2096.6940000000000000
2007-12-14,2097.3500000000000000
2007-12-21,2052.5480000000000000
2007-12-28,2119.6750000000000000
2008-01-04,2037.4800000000000000
2008-01-11,1936.6840000000000000
2008-01-18,1880.3440000000000000
2008-01-25,1800.3075000000000000
2008-02-01,1823.5900000000000000
2008-02-08,1774.0560000000000000
2008-02-15,1792.9200000000000000
2008-02-22,1773.0000000000000000
2008-02-29,1783.2880000000000000
2008-03-07,1730.1080000000000000
2008-03-14,1722.6780000000000000
2008-03-21,1728.9550000000000000
2008-03-28,1800.3360000000000000
2008-04-04,1841.4540000000000000
2008-04-11,1836.9700000000000000
2008-04-18,1834.7420000000000000
2008-04-25,1908.9180000000000000
2008-05-02,1947.3740000000000000
2008-05-09,1969.0000000000000000
2008-05-16,2011.5080000000000000
2008-05-23,1979.5900000000000000
2008-05-30,2011.7750000000000000
2008-06-06,2014.1160000000000000
2008-06-13,1953.3700000000000000
2008-06-20,1963.9520000000000000
2008-06-27,1892.4040000000000000
2008-07-04,1833.0750000000000000
2008-07-11,1833.5680000000000000
2008-07-18,1823.3900000000000000
2008-07-25,1830.0940000000000000
2008-08-01,1835.4100000000000000
2008-08-08,1875.2260000000000000
2008-08-15,1949.2520000000000000
2008-08-22,1918.5220000000000000
2008-08-29,1892.8000000000000000
2008-09-05,1806.5600000000000000
2008-09-12,1752.6700000000000000
2008-09-19,1700.8940000000000000
2008-09-26,1667.0520000000000000
2008-10-03,1521.3000000000000000
2008-10-10,1323.0400000000000000
2008-10-17,1332.6100000000000000
2008-10-24,1262.9420000000000000
2008-10-31,1287.6380000000000000
2008-11-07,1305.3440000000000000
2008-11-14,1212.5060000000000000
2008-11-21,1103.4780000000000000
2008-11-28,1168.9400000000000000
2008-12-05,1138.5960000000000000
2008-12-12,1209.4000000000000000
2008-12-19,1214.6200000000000000
2008-12-26,1185.5200000000000000
2009-01-02,1212.4600000000000000
2009-01-09,1250.2280000000000000
2009-01-16,1189.7720000000000000
2009-01-23,1166.5850000000000000
2009-01-30,1199.7960000000000000
2009-02-06,1229.8880000000000000
2009-02-13,1243.5300000000000000
2009-02-20,1179.1025000000000000
2009-02-27,1141.0680000000000000
2009-03-06,1081.3720000000000000
2009-03-13,1123.0980000000000000
2009-03-20,1187.1940000000000000
2009-03-27,1252.9320000000000000
2009-04-03,1264.1580000000000000
2009-04-10,1307.3875000000000000
2009-04-17,1336.4780000000000000
2009-04-24,1338.3680000000000000
2009-05-01,1381.0380000000000000
2009-05-08,1411.9220000000000000
2009-05-15,1365.5600000000000000
2009-05-22,1383.0120000000000000
2009-05-29,1417.5925000000000000
2009-06-05,1483.7640000000000000
2009-06-12,1494.4580000000000000
2009-06-19,1456.2260000000000000
2009-06-26,1450.8300000000000000
2009-07-03,1472.1750000000000000
2009-07-10,1418.4280000000000000
2009-07-17,1489.5300000000000000
2009-07-24,1572.5180000000000000
2009-07-31,1603.5240000000000000
2009-08-07,1618.1660000000000000
2009-08-14,1612.9880000000000000
2009-08-21,1600.0000000000000000
2009-08-28,1639.1780000000000000
2009-09-04,1611.8720000000000000
2009-09-11,1673.9150000000000000
2009-09-18,1712.6700000000000000
2009-09-25,1718.7700000000000000
2009-10-02,1698.0300000000000000
2009-10-09,1707.3780000000000000
2009-10-16,1741.3680000000000000
2009-10-23,1756.6420000000000000
2009-10-30,1705.6360000000000000
2009-11-06,1696.9260000000000000
2009-11-13,1777.2540000000000000
2009-11-20,1791.8180000000000000
2009-11-27,1784.5800000000000000
2009-12-04,1784.1560000000000000
2009-12-11,1787.5020000000000000
2009-12-18,1798.7500000000000000
2009-12-25,1847.5325000000000000
2010-01-01,1872.2900000000000000
2010-01-08,1884.5720000000000000
2010-01-15,1877.0400000000000000
2010-01-22,1852.2050000000000000
2010-01-29,1787.4580000000000000
2010-02-05,1760.2900000000000000
2010-02-12,1758.6660000000000000
2010-02-19,1814.9075000000000000
2010-02-26,1811.1100000000000000
2010-03-05,1859.4920000000000000
2010-03-12,1911.5720000000000000
2010-03-19,1932.9840000000000000
2010-03-26,1953.2820000000000000
2010-04-02,1961.7700000000000000
2010-04-09,1982.4480000000000000
2010-04-16,2015.9520000000000000
2010-04-23,2034.4300000000000000
2010-04-30,2021.2900000000000000
